protein_id,evo_model,unique_id,seen_count,not_seen_count,file_path,S3
NP_001191140.1,ESM1V,NP_001191140.1_ESM1V_snv_58,163,1476,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001191140.1_ESM1V_snv_58.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001191140.1_ESM1V_snv_58.csv
NP_001073949.1,ESM1V,NP_001073949.1_ESM1V_snv_66,314,3615,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001073949.1_ESM1V_snv_66.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001073949.1_ESM1V_snv_66.csv
NP_001287771.1,ESM1V,NP_001287771.1_ESM1V_snv_72,171,2783,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001287771.1_ESM1V_snv_72.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001287771.1_ESM1V_snv_72.csv
NP_001137326.1,ESM1V,NP_001137326.1_ESM1V_snv_79,453,5053,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001137326.1_ESM1V_snv_79.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001137326.1_ESM1V_snv_79.csv
NP_114144.5,ESM1V,NP_114144.5_ESM1V_snv_81,393,4112,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_114144.5_ESM1V_snv_81.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_114144.5_ESM1V_snv_81.csv
NP_067016.3,ESM1V,NP_067016.3_ESM1V_snv_84,265,1879,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_067016.3_ESM1V_snv_84.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_067016.3_ESM1V_snv_84.csv
NP_001229401.1,ESM1V,NP_001229401.1_ESM1V_snv_86,289,3498,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001229401.1_ESM1V_snv_86.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001229401.1_ESM1V_snv_86.csv
NP_071801.1,ESM1V,NP_071801.1_ESM1V_snv_102,186,2512,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_071801.1_ESM1V_snv_102.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_071801.1_ESM1V_snv_102.csv
NP_066962.2,ESM1V,NP_066962.2_ESM1V_snv_106,392,3751,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_066962.2_ESM1V_snv_106.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_066962.2_ESM1V_snv_106.csv
NP_079439.2,ESM1V,NP_079439.2_ESM1V_snv_108,425,4291,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_079439.2_ESM1V_snv_108.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_079439.2_ESM1V_snv_108.csv
NP_003871.1,ESM1V,NP_003871.1_ESM1V_snv_112,195,2560,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_003871.1_ESM1V_snv_112.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_003871.1_ESM1V_snv_112.csv
NP_060055.2,ESM1V,NP_060055.2_ESM1V_snv_118,391,3774,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060055.2_ESM1V_snv_118.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060055.2_ESM1V_snv_118.csv
NP_898871.1,ESM1V,NP_898871.1_ESM1V_snv_122,271,2795,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_898871.1_ESM1V_snv_122.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_898871.1_ESM1V_snv_122.csv
NP_061738.1,ESM1V,NP_061738.1_ESM1V_snv_128,667,6908,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_061738.1_ESM1V_snv_128.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_061738.1_ESM1V_snv_128.csv
NP_060793.2,ESM1V,NP_060793.2_ESM1V_snv_136,303,3491,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060793.2_ESM1V_snv_136.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060793.2_ESM1V_snv_136.csv
NP_065766.1,ESM1V,NP_065766.1_ESM1V_snv_141,804,10209,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065766.1_ESM1V_snv_141.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065766.1_ESM1V_snv_141.csv
NP_001001916.2,ESM1V,NP_001001916.2_ESM1V_snv_145,243,2249,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001001916.2_ESM1V_snv_145.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001001916.2_ESM1V_snv_145.csv
NP_001661.1,ESM1V,NP_001661.1_ESM1V_snv_173,844,7022,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001661.1_ESM1V_snv_173.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001661.1_ESM1V_snv_173.csv
NP_037364.1,ESM1V,NP_037364.1_ESM1V_snv_177,151,1366,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_037364.1_ESM1V_snv_177.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_037364.1_ESM1V_snv_177.csv
NP_001129686.1,ESM1V,NP_001129686.1_ESM1V_snv_183,117,3391,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001129686.1_ESM1V_snv_183.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001129686.1_ESM1V_snv_183.csv
NP_001631.3,ESM1V,NP_001631.3_ESM1V_snv_186,449,5398,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001631.3_ESM1V_snv_186.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001631.3_ESM1V_snv_186.csv
NP_006512.2,ESM1V,NP_006512.2_ESM1V_snv_193,214,4585,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_006512.2_ESM1V_snv_193.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_006512.2_ESM1V_snv_193.csv
NP_001139136.2,ESM1V,NP_001139136.2_ESM1V_snv_195,321,3472,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001139136.2_ESM1V_snv_195.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001139136.2_ESM1V_snv_195.csv
NP_001167621.1,ESM1V,NP_001167621.1_ESM1V_snv_204,277,3050,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001167621.1_ESM1V_snv_204.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001167621.1_ESM1V_snv_204.csv
NP_001269724.1,ESM1V,NP_001269724.1_ESM1V_snv_221,473,4992,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001269724.1_ESM1V_snv_221.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001269724.1_ESM1V_snv_221.csv
NP_612457.1,ESM1V,NP_612457.1_ESM1V_snv_225,78,732,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_612457.1_ESM1V_snv_225.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_612457.1_ESM1V_snv_225.csv
NP_003932.3,ESM1V,NP_003932.3_ESM1V_snv_227,276,3684,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_003932.3_ESM1V_snv_227.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_003932.3_ESM1V_snv_227.csv
NP_056538.1,ESM1V,NP_056538.1_ESM1V_snv_239,473,5849,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_056538.1_ESM1V_snv_239.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_056538.1_ESM1V_snv_239.csv
NP_002477.1,ESM1V,NP_002477.1_ESM1V_snv_243,335,5889,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_002477.1_ESM1V_snv_243.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_002477.1_ESM1V_snv_243.csv
NP_665898.1,ESM1V,NP_665898.1_ESM1V_snv_249,371,2858,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_665898.1_ESM1V_snv_249.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_665898.1_ESM1V_snv_249.csv
NP_703191.2,ESM1V,NP_703191.2_ESM1V_snv_251,584,5804,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_703191.2_ESM1V_snv_251.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_703191.2_ESM1V_snv_251.csv
NP_775901.3,ESM1V,NP_775901.3_ESM1V_snv_253,1411,16797,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_775901.3_ESM1V_snv_253.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_775901.3_ESM1V_snv_253.csv
NP_001161686.1,ESM1V,NP_001161686.1_ESM1V_snv_257,203,1828,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001161686.1_ESM1V_snv_257.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001161686.1_ESM1V_snv_257.csv
NP_006205.1,ESM1V,NP_006205.1_ESM1V_snv_261,249,2385,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_006205.1_ESM1V_snv_261.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_006205.1_ESM1V_snv_261.csv
NP_001243328.1,ESM1V,NP_001243328.1_ESM1V_snv_280,137,2060,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001243328.1_ESM1V_snv_280.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001243328.1_ESM1V_snv_280.csv
NP_071338.1,ESM1V,NP_071338.1_ESM1V_snv_282,225,3386,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_071338.1_ESM1V_snv_282.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_071338.1_ESM1V_snv_282.csv
NP_006787.2,ESM1V,NP_006787.2_ESM1V_snv_284,421,5885,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_006787.2_ESM1V_snv_284.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_006787.2_ESM1V_snv_284.csv
NP_065114.3,ESM1V,NP_065114.3_ESM1V_snv_288,231,3045,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065114.3_ESM1V_snv_288.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065114.3_ESM1V_snv_288.csv
NP_085128.2,ESM1V,NP_085128.2_ESM1V_snv_290,1177,15905,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_085128.2_ESM1V_snv_290.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_085128.2_ESM1V_snv_290.csv
NP_001001852.2,ESM1V,NP_001001852.2_ESM1V_snv_296,259,2415,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001001852.2_ESM1V_snv_296.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001001852.2_ESM1V_snv_296.csv
NP_001613.2,ESM1V,NP_001613.2_ESM1V_snv_301,252,2608,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001613.2_ESM1V_snv_301.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001613.2_ESM1V_snv_301.csv
NP_055616.3,ESM1V,NP_055616.3_ESM1V_snv_316,1409,16058,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_055616.3_ESM1V_snv_316.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_055616.3_ESM1V_snv_316.csv
NP_055671.2,ESM1V,NP_055671.2_ESM1V_snv_318,779,11440,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_055671.2_ESM1V_snv_318.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_055671.2_ESM1V_snv_318.csv
NP_001157814.1,ESM1V,NP_001157814.1_ESM1V_snv_329,321,5633,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001157814.1_ESM1V_snv_329.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001157814.1_ESM1V_snv_329.csv
NP_733843.1,ESM1V,NP_733843.1_ESM1V_snv_331,432,4326,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_733843.1_ESM1V_snv_331.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_733843.1_ESM1V_snv_331.csv
NP_001091672.1,ESM1V,NP_001091672.1_ESM1V_snv_343,508,5309,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001091672.1_ESM1V_snv_343.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001091672.1_ESM1V_snv_343.csv
NP_001976.1,ESM1V,NP_001976.1_ESM1V_snv_359,153,1862,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001976.1_ESM1V_snv_359.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001976.1_ESM1V_snv_359.csv
NP_068657.1,ESM1V,NP_068657.1_ESM1V_snv_363,415,4916,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_068657.1_ESM1V_snv_363.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_068657.1_ESM1V_snv_363.csv
NP_065857.1,ESM1V,NP_065857.1_ESM1V_snv_365,350,5851,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065857.1_ESM1V_snv_365.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065857.1_ESM1V_snv_365.csv
NP_071341.2,ESM1V,NP_071341.2_ESM1V_snv_373,481,8258,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_071341.2_ESM1V_snv_373.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_071341.2_ESM1V_snv_373.csv
NP_115627.6,ESM1V,NP_115627.6_ESM1V_snv_375,1068,10958,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_115627.6_ESM1V_snv_375.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_115627.6_ESM1V_snv_375.csv
NP_056345.3,ESM1V,NP_056345.3_ESM1V_snv_379,276,3429,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_056345.3_ESM1V_snv_379.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_056345.3_ESM1V_snv_379.csv
NP_037423.2,ESM1V,NP_037423.2_ESM1V_snv_405,971,10600,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_037423.2_ESM1V_snv_405.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_037423.2_ESM1V_snv_405.csv
NP_066919.2,ESM1V,NP_066919.2_ESM1V_snv_428,1357,16653,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_066919.2_ESM1V_snv_428.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_066919.2_ESM1V_snv_428.csv
NP_060111.2,ESM1V,NP_060111.2_ESM1V_snv_432,891,12451,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060111.2_ESM1V_snv_432.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060111.2_ESM1V_snv_432.csv
NP_005656.4,ESM1V,NP_005656.4_ESM1V_snv_441,475,6008,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_005656.4_ESM1V_snv_441.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_005656.4_ESM1V_snv_441.csv
NP_009198.4,ESM1V,NP_009198.4_ESM1V_snv_443,623,5955,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_009198.4_ESM1V_snv_443.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_009198.4_ESM1V_snv_443.csv
NP_000385.1,ESM1V,NP_000385.1_ESM1V_snv_451,25,1392,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000385.1_ESM1V_snv_451.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000385.1_ESM1V_snv_451.csv
NP_758872.1,ESM1V,NP_758872.1_ESM1V_snv_453,444,7488,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_758872.1_ESM1V_snv_453.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_758872.1_ESM1V_snv_453.csv
NP_002171.2,ESM1V,NP_002171.2_ESM1V_snv_465,712,7408,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_002171.2_ESM1V_snv_465.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_002171.2_ESM1V_snv_465.csv
NP_000104.1,ESM1V,NP_000104.1_ESM1V_snv_476,184,2450,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000104.1_ESM1V_snv_476.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000104.1_ESM1V_snv_476.csv
NP_064632.2,ESM1V,NP_064632.2_ESM1V_snv_486,554,4555,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_064632.2_ESM1V_snv_486.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_064632.2_ESM1V_snv_486.csv
NP_085135.1,ESM1V,NP_085135.1_ESM1V_snv_504,1371,16912,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_085135.1_ESM1V_snv_504.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_085135.1_ESM1V_snv_504.csv
NP_005311.1,ESM1V,NP_005311.1_ESM1V_snv_509,27,1690,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_005311.1_ESM1V_snv_509.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_005311.1_ESM1V_snv_509.csv
NP_068380.3,ESM1V,NP_068380.3_ESM1V_snv_511,202,2341,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_068380.3_ESM1V_snv_511.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_068380.3_ESM1V_snv_511.csv
NP_963925.2,ESM1V,NP_963925.2_ESM1V_snv_513,445,5284,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_963925.2_ESM1V_snv_513.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_963925.2_ESM1V_snv_513.csv
NP_852122.1,ESM1V,NP_852122.1_ESM1V_snv_515,301,3606,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_852122.1_ESM1V_snv_515.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_852122.1_ESM1V_snv_515.csv
NP_000156.1,ESM1V,NP_000156.1_ESM1V_snv_527,166,2885,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000156.1_ESM1V_snv_527.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000156.1_ESM1V_snv_527.csv
NP_001369297.1,ESM1V,NP_001369297.1_ESM1V_snv_533,86,674,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001369297.1_ESM1V_snv_533.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001369297.1_ESM1V_snv_533.csv
NP_055445.2,ESM1V,NP_055445.2_ESM1V_snv_537,796,9444,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_055445.2_ESM1V_snv_537.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_055445.2_ESM1V_snv_537.csv
NP_002584.2,ESM1V,NP_002584.2_ESM1V_snv_543,333,3259,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_002584.2_ESM1V_snv_543.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_002584.2_ESM1V_snv_543.csv
NP_951009.1,ESM1V,NP_951009.1_ESM1V_snv_549,386,3302,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_951009.1_ESM1V_snv_549.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_951009.1_ESM1V_snv_549.csv
NP_003163.1,ESM1V,NP_003163.1_ESM1V_snv_551,262,2157,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_003163.1_ESM1V_snv_551.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_003163.1_ESM1V_snv_551.csv
NP_065825.1,ESM1V,NP_065825.1_ESM1V_snv_557,528,7434,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065825.1_ESM1V_snv_557.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065825.1_ESM1V_snv_557.csv
NP_061848.2,ESM1V,NP_061848.2_ESM1V_snv_565,305,2836,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_061848.2_ESM1V_snv_565.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_061848.2_ESM1V_snv_565.csv
NP_001036096.2,ESM1V,NP_001036096.2_ESM1V_snv_566,106,878,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001036096.2_ESM1V_snv_566.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001036096.2_ESM1V_snv_566.csv
NP_001949.1,ESM1V,NP_001949.1_ESM1V_snv_572,115,3518,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001949.1_ESM1V_snv_572.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001949.1_ESM1V_snv_572.csv
NP_000353.1,ESM1V,NP_000353.1_ESM1V_snv_574,87,1551,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000353.1_ESM1V_snv_574.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000353.1_ESM1V_snv_574.csv
NP_005076.3,ESM1V,NP_005076.3_ESM1V_snv_576,1405,15828,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_005076.3_ESM1V_snv_576.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_005076.3_ESM1V_snv_576.csv
NP_004243.1,ESM1V,NP_004243.1_ESM1V_snv_578,270,2606,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_004243.1_ESM1V_snv_578.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_004243.1_ESM1V_snv_578.csv
NP_076869.1,ESM1V,NP_076869.1_ESM1V_snv_580,128,1243,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_076869.1_ESM1V_snv_580.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_076869.1_ESM1V_snv_580.csv
NP_001123995.1,ESM1V,NP_001123995.1_ESM1V_snv_583,387,6031,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001123995.1_ESM1V_snv_583.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001123995.1_ESM1V_snv_583.csv
NP_060483.3,ESM1V,NP_060483.3_ESM1V_snv_591,554,6354,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060483.3_ESM1V_snv_591.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060483.3_ESM1V_snv_591.csv
NP_000343.2,ESM1V,NP_000343.2_ESM1V_snv_595,968,11857,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000343.2_ESM1V_snv_595.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000343.2_ESM1V_snv_595.csv
