protein_id,evo_model,unique_id,seen_count,not_seen_count,file_path,S3
NP_079439.2,EVE,NP_079439.2_EVE_106,425,10576,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_079439.2_EVE_106.csv,data/model_score_files/popEVE_training_files_20240420/NP_079439.2_EVE_106.csv
NP_003871.1,EVE,NP_003871.1_EVE_110,195,6531,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_003871.1_EVE_110.csv,data/model_score_files/popEVE_training_files_20240420/NP_003871.1_EVE_110.csv
NP_060055.2,EVE,NP_060055.2_EVE_116,391,9242,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_060055.2_EVE_116.csv,data/model_score_files/popEVE_training_files_20240420/NP_060055.2_EVE_116.csv
NP_898871.1,EVE,NP_898871.1_EVE_120,271,7177,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_898871.1_EVE_120.csv,data/model_score_files/popEVE_training_files_20240420/NP_898871.1_EVE_120.csv
NP_061738.1,EVE,NP_061738.1_EVE_126,667,17041,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_061738.1_EVE_126.csv,data/model_score_files/popEVE_training_files_20240420/NP_061738.1_EVE_126.csv
NP_060793.2,EVE,NP_060793.2_EVE_134,303,8836,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_060793.2_EVE_134.csv,data/model_score_files/popEVE_training_files_20240420/NP_060793.2_EVE_134.csv
NP_065766.1,EVE,NP_065766.1_EVE_139,804,25112,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_065766.1_EVE_139.csv,data/model_score_files/popEVE_training_files_20240420/NP_065766.1_EVE_139.csv
NP_001001916.2,EVE,NP_001001916.2_EVE_143,243,5666,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001001916.2_EVE_143.csv,data/model_score_files/popEVE_training_files_20240420/NP_001001916.2_EVE_143.csv
NP_001661.1,EVE,NP_001661.1_EVE_171,844,17434,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001661.1_EVE_171.csv,data/model_score_files/popEVE_training_files_20240420/NP_001661.1_EVE_171.csv
NP_037364.1,EVE,NP_037364.1_EVE_175,151,3478,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_037364.1_EVE_175.csv,data/model_score_files/popEVE_training_files_20240420/NP_037364.1_EVE_175.csv
NP_001129686.1,EVE,NP_001129686.1_EVE_181,117,8357,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001129686.1_EVE_181.csv,data/model_score_files/popEVE_training_files_20240420/NP_001129686.1_EVE_181.csv
NP_001631.3,EVE,NP_001631.3_EVE_184,449,13459,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001631.3_EVE_184.csv,data/model_score_files/popEVE_training_files_20240420/NP_001631.3_EVE_184.csv
NP_006512.2,EVE,NP_006512.2_EVE_191,214,10711,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_006512.2_EVE_191.csv,data/model_score_files/popEVE_training_files_20240420/NP_006512.2_EVE_191.csv
NP_001139136.2,EVE,NP_001139136.2_EVE_193,321,8666,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001139136.2_EVE_193.csv,data/model_score_files/popEVE_training_files_20240420/NP_001139136.2_EVE_193.csv
NP_001167621.1,EVE,NP_001167621.1_EVE_202,277,7855,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001167621.1_EVE_202.csv,data/model_score_files/popEVE_training_files_20240420/NP_001167621.1_EVE_202.csv
NP_001269724.1,EVE,NP_001269724.1_EVE_219,473,12770,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001269724.1_EVE_219.csv,data/model_score_files/popEVE_training_files_20240420/NP_001269724.1_EVE_219.csv
NP_612457.1,EVE,NP_612457.1_EVE_223,78,1803,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_612457.1_EVE_223.csv,data/model_score_files/popEVE_training_files_20240420/NP_612457.1_EVE_223.csv
NP_003932.3,EVE,NP_003932.3_EVE_225,276,9319,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_003932.3_EVE_225.csv,data/model_score_files/popEVE_training_files_20240420/NP_003932.3_EVE_225.csv
NP_056538.1,EVE,NP_056538.1_EVE_237,473,14385,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_056538.1_EVE_237.csv,data/model_score_files/popEVE_training_files_20240420/NP_056538.1_EVE_237.csv
NP_002477.1,EVE,NP_002477.1_EVE_241,335,14675,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_002477.1_EVE_241.csv,data/model_score_files/popEVE_training_files_20240420/NP_002477.1_EVE_241.csv
NP_665898.1,EVE,NP_665898.1_EVE_247,371,7571,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_665898.1_EVE_247.csv,data/model_score_files/popEVE_training_files_20240420/NP_665898.1_EVE_247.csv
NP_703191.2,EVE,NP_703191.2_EVE_249,584,14445,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_703191.2_EVE_249.csv,data/model_score_files/popEVE_training_files_20240420/NP_703191.2_EVE_249.csv
NP_775901.3,EVE,NP_775901.3_EVE_251,1411,40883,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_775901.3_EVE_251.csv,data/model_score_files/popEVE_training_files_20240420/NP_775901.3_EVE_251.csv
NP_001161686.1,EVE,NP_001161686.1_EVE_255,203,4490,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001161686.1_EVE_255.csv,data/model_score_files/popEVE_training_files_20240420/NP_001161686.1_EVE_255.csv
NP_006205.1,EVE,NP_006205.1_EVE_259,249,6173,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_006205.1_EVE_259.csv,data/model_score_files/popEVE_training_files_20240420/NP_006205.1_EVE_259.csv
NP_001243328.1,EVE,NP_001243328.1_EVE_278,137,5164,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001243328.1_EVE_278.csv,data/model_score_files/popEVE_training_files_20240420/NP_001243328.1_EVE_278.csv
NP_071338.1,EVE,NP_071338.1_EVE_280,225,7945,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_071338.1_EVE_280.csv,data/model_score_files/popEVE_training_files_20240420/NP_071338.1_EVE_280.csv
NP_006787.2,EVE,NP_006787.2_EVE_282,421,14722,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_006787.2_EVE_282.csv,data/model_score_files/popEVE_training_files_20240420/NP_006787.2_EVE_282.csv
NP_065114.3,EVE,NP_065114.3_EVE_286,231,7350,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_065114.3_EVE_286.csv,data/model_score_files/popEVE_training_files_20240420/NP_065114.3_EVE_286.csv
NP_085128.2,EVE,NP_085128.2_EVE_288,1177,39407,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_085128.2_EVE_288.csv,data/model_score_files/popEVE_training_files_20240420/NP_085128.2_EVE_288.csv
NP_001001852.2,EVE,NP_001001852.2_EVE_294,259,5935,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001001852.2_EVE_294.csv,data/model_score_files/popEVE_training_files_20240420/NP_001001852.2_EVE_294.csv
NP_001613.2,EVE,NP_001613.2_EVE_299,252,6721,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001613.2_EVE_299.csv,data/model_score_files/popEVE_training_files_20240420/NP_001613.2_EVE_299.csv
NP_055616.3,EVE,NP_055616.3_EVE_314,1409,39194,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_055616.3_EVE_314.csv,data/model_score_files/popEVE_training_files_20240420/NP_055616.3_EVE_314.csv
NP_055671.2,EVE,NP_055671.2_EVE_316,779,27645,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_055671.2_EVE_316.csv,data/model_score_files/popEVE_training_files_20240420/NP_055671.2_EVE_316.csv
NP_001157814.1,EVE,NP_001157814.1_EVE_327,321,13758,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001157814.1_EVE_327.csv,data/model_score_files/popEVE_training_files_20240420/NP_001157814.1_EVE_327.csv
NP_733843.1,EVE,NP_733843.1_EVE_329,432,10816,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_733843.1_EVE_329.csv,data/model_score_files/popEVE_training_files_20240420/NP_733843.1_EVE_329.csv
NP_001091672.1,EVE,NP_001091672.1_EVE_341,508,13419,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001091672.1_EVE_341.csv,data/model_score_files/popEVE_training_files_20240420/NP_001091672.1_EVE_341.csv
NP_001976.1,EVE,NP_001976.1_EVE_357,153,4692,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001976.1_EVE_357.csv,data/model_score_files/popEVE_training_files_20240420/NP_001976.1_EVE_357.csv
NP_068657.1,EVE,NP_068657.1_EVE_361,415,11821,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_068657.1_EVE_361.csv,data/model_score_files/popEVE_training_files_20240420/NP_068657.1_EVE_361.csv
NP_065857.1,EVE,NP_065857.1_EVE_363,350,14261,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_065857.1_EVE_363.csv,data/model_score_files/popEVE_training_files_20240420/NP_065857.1_EVE_363.csv
NP_071341.2,EVE,NP_071341.2_EVE_371,481,20191,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_071341.2_EVE_371.csv,data/model_score_files/popEVE_training_files_20240420/NP_071341.2_EVE_371.csv
NP_115627.6,EVE,NP_115627.6_EVE_373,1068,26976,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_115627.6_EVE_373.csv,data/model_score_files/popEVE_training_files_20240420/NP_115627.6_EVE_373.csv
NP_056345.3,EVE,NP_056345.3_EVE_377,276,8312,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_056345.3_EVE_377.csv,data/model_score_files/popEVE_training_files_20240420/NP_056345.3_EVE_377.csv
NP_037423.2,EVE,NP_037423.2_EVE_403,971,26446,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_037423.2_EVE_403.csv,data/model_score_files/popEVE_training_files_20240420/NP_037423.2_EVE_403.csv
NP_066919.2,EVE,NP_066919.2_EVE_426,1357,40880,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_066919.2_EVE_426.csv,data/model_score_files/popEVE_training_files_20240420/NP_066919.2_EVE_426.csv
NP_060111.2,EVE,NP_060111.2_EVE_430,891,30668,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_060111.2_EVE_430.csv,data/model_score_files/popEVE_training_files_20240420/NP_060111.2_EVE_430.csv
NP_005656.4,EVE,NP_005656.4_EVE_439,475,14915,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_005656.4_EVE_439.csv,data/model_score_files/popEVE_training_files_20240420/NP_005656.4_EVE_439.csv
NP_009198.4,EVE,NP_009198.4_EVE_441,623,14672,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_009198.4_EVE_441.csv,data/model_score_files/popEVE_training_files_20240420/NP_009198.4_EVE_441.csv
NP_000385.1,EVE,NP_000385.1_EVE_449,25,3262,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_000385.1_EVE_449.csv,data/model_score_files/popEVE_training_files_20240420/NP_000385.1_EVE_449.csv
NP_758872.1,EVE,NP_758872.1_EVE_451,444,18347,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_758872.1_EVE_451.csv,data/model_score_files/popEVE_training_files_20240420/NP_758872.1_EVE_451.csv
NP_002171.2,EVE,NP_002171.2_EVE_463,712,18155,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_002171.2_EVE_463.csv,data/model_score_files/popEVE_training_files_20240420/NP_002171.2_EVE_463.csv
NP_064632.2,EVE,NP_064632.2_EVE_484,554,11739,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_064632.2_EVE_484.csv,data/model_score_files/popEVE_training_files_20240420/NP_064632.2_EVE_484.csv
NP_085135.1,EVE,NP_085135.1_EVE_502,1371,41341,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_085135.1_EVE_502.csv,data/model_score_files/popEVE_training_files_20240420/NP_085135.1_EVE_502.csv
NP_068380.3,EVE,NP_068380.3_EVE_509,202,5878,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_068380.3_EVE_509.csv,data/model_score_files/popEVE_training_files_20240420/NP_068380.3_EVE_509.csv
NP_963925.2,EVE,NP_963925.2_EVE_511,445,13235,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_963925.2_EVE_511.csv,data/model_score_files/popEVE_training_files_20240420/NP_963925.2_EVE_511.csv
NP_852122.1,EVE,NP_852122.1_EVE_513,301,8800,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_852122.1_EVE_513.csv,data/model_score_files/popEVE_training_files_20240420/NP_852122.1_EVE_513.csv
NP_000156.1,EVE,NP_000156.1_EVE_525,166,7092,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_000156.1_EVE_525.csv,data/model_score_files/popEVE_training_files_20240420/NP_000156.1_EVE_525.csv
NP_001369297.1,EVE,NP_001369297.1_EVE_531,86,1719,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001369297.1_EVE_531.csv,data/model_score_files/popEVE_training_files_20240420/NP_001369297.1_EVE_531.csv
NP_055445.2,EVE,NP_055445.2_EVE_535,796,23277,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_055445.2_EVE_535.csv,data/model_score_files/popEVE_training_files_20240420/NP_055445.2_EVE_535.csv
NP_002584.2,EVE,NP_002584.2_EVE_541,333,8198,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_002584.2_EVE_541.csv,data/model_score_files/popEVE_training_files_20240420/NP_002584.2_EVE_541.csv
NP_951009.1,EVE,NP_951009.1_EVE_547,386,8449,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_951009.1_EVE_547.csv,data/model_score_files/popEVE_training_files_20240420/NP_951009.1_EVE_547.csv
NP_003163.1,EVE,NP_003163.1_EVE_549,262,5438,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_003163.1_EVE_549.csv,data/model_score_files/popEVE_training_files_20240420/NP_003163.1_EVE_549.csv
NP_065825.1,EVE,NP_065825.1_EVE_555,528,18586,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_065825.1_EVE_555.csv,data/model_score_files/popEVE_training_files_20240420/NP_065825.1_EVE_555.csv
NP_061848.2,EVE,NP_061848.2_EVE_563,305,7276,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_061848.2_EVE_563.csv,data/model_score_files/popEVE_training_files_20240420/NP_061848.2_EVE_563.csv
NP_000353.1,EVE,NP_000353.1_EVE_572,87,3922,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_000353.1_EVE_572.csv,data/model_score_files/popEVE_training_files_20240420/NP_000353.1_EVE_572.csv
NP_005076.3,EVE,NP_005076.3_EVE_574,1405,38305,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_005076.3_EVE_574.csv,data/model_score_files/popEVE_training_files_20240420/NP_005076.3_EVE_574.csv
NP_004243.1,EVE,NP_004243.1_EVE_576,270,6532,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_004243.1_EVE_576.csv,data/model_score_files/popEVE_training_files_20240420/NP_004243.1_EVE_576.csv
NP_076869.1,EVE,NP_076869.1_EVE_578,128,2969,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_076869.1_EVE_578.csv,data/model_score_files/popEVE_training_files_20240420/NP_076869.1_EVE_578.csv
NP_001123995.1,EVE,NP_001123995.1_EVE_581,387,15060,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001123995.1_EVE_581.csv,data/model_score_files/popEVE_training_files_20240420/NP_001123995.1_EVE_581.csv
NP_060483.3,EVE,NP_060483.3_EVE_589,554,16033,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_060483.3_EVE_589.csv,data/model_score_files/popEVE_training_files_20240420/NP_060483.3_EVE_589.csv
NP_000343.2,EVE,NP_000343.2_EVE_593,968,29071,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_000343.2_EVE_593.csv,data/model_score_files/popEVE_training_files_20240420/NP_000343.2_EVE_593.csv
NP_001129965.1,EVE,NP_001129965.1_EVE_603,289,10028,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001129965.1_EVE_603.csv,data/model_score_files/popEVE_training_files_20240420/NP_001129965.1_EVE_603.csv
NP_004887.2,EVE,NP_004887.2_EVE_607,147,6066,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_004887.2_EVE_607.csv,data/model_score_files/popEVE_training_files_20240420/NP_004887.2_EVE_607.csv
NP_056477.1,EVE,NP_056477.1_EVE_623,1064,32167,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_056477.1_EVE_623.csv,data/model_score_files/popEVE_training_files_20240420/NP_056477.1_EVE_623.csv
NP_071731.1,EVE,NP_071731.1_EVE_625,292,8220,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_071731.1_EVE_625.csv,data/model_score_files/popEVE_training_files_20240420/NP_071731.1_EVE_625.csv
NP_060795.1,EVE,NP_060795.1_EVE_633,342,8797,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_060795.1_EVE_633.csv,data/model_score_files/popEVE_training_files_20240420/NP_060795.1_EVE_633.csv
NP_002597.1,EVE,NP_002597.1_EVE_635,358,10909,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_002597.1_EVE_635.csv,data/model_score_files/popEVE_training_files_20240420/NP_002597.1_EVE_635.csv
NP_733749.1,EVE,NP_733749.1_EVE_639,424,12363,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_733749.1_EVE_639.csv,data/model_score_files/popEVE_training_files_20240420/NP_733749.1_EVE_639.csv
NP_004692.1,EVE,NP_004692.1_EVE_641,268,7294,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_004692.1_EVE_641.csv,data/model_score_files/popEVE_training_files_20240420/NP_004692.1_EVE_641.csv
NP_065073.3,EVE,NP_065073.3_EVE_653,1299,40064,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_065073.3_EVE_653.csv,data/model_score_files/popEVE_training_files_20240420/NP_065073.3_EVE_653.csv
NP_079104.3,EVE,NP_079104.3_EVE_657,273,6586,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_079104.3_EVE_657.csv,data/model_score_files/popEVE_training_files_20240420/NP_079104.3_EVE_657.csv
NP_001238968.1,EVE,NP_001238968.1_EVE_659,141,4590,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001238968.1_EVE_659.csv,data/model_score_files/popEVE_training_files_20240420/NP_001238968.1_EVE_659.csv
NP_008818.3,EVE,NP_008818.3_EVE_663,546,8840,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_008818.3_EVE_663.csv,data/model_score_files/popEVE_training_files_20240420/NP_008818.3_EVE_663.csv
NP_009057.1,EVE,NP_009057.1_EVE_665,183,15131,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_009057.1_EVE_665.csv,data/model_score_files/popEVE_training_files_20240420/NP_009057.1_EVE_665.csv
NP_001003819.1,EVE,NP_001003819.1_EVE_667,505,15493,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001003819.1_EVE_667.csv,data/model_score_files/popEVE_training_files_20240420/NP_001003819.1_EVE_667.csv
NP_783161.1,EVE,NP_783161.1_EVE_669,474,12161,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_783161.1_EVE_669.csv,data/model_score_files/popEVE_training_files_20240420/NP_783161.1_EVE_669.csv
NP_060697.4,EVE,NP_060697.4_EVE_683,643,19345,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_060697.4_EVE_683.csv,data/model_score_files/popEVE_training_files_20240420/NP_060697.4_EVE_683.csv
NP_006412.2,EVE,NP_006412.2_EVE_690,727,34404,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_006412.2_EVE_690.csv,data/model_score_files/popEVE_training_files_20240420/NP_006412.2_EVE_690.csv
NP_005513.2,EVE,NP_005513.2_EVE_692,245,6120,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_005513.2_EVE_692.csv,data/model_score_files/popEVE_training_files_20240420/NP_005513.2_EVE_692.csv
NP_003995.2,EVE,NP_003995.2_EVE_698,172,4122,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_003995.2_EVE_698.csv,data/model_score_files/popEVE_training_files_20240420/NP_003995.2_EVE_698.csv
NP_061198.2,EVE,NP_061198.2_EVE_710,1117,31981,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_061198.2_EVE_710.csv,data/model_score_files/popEVE_training_files_20240420/NP_061198.2_EVE_710.csv
NP_542452.1,EVE,NP_542452.1_EVE_724,389,10365,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_542452.1_EVE_724.csv,data/model_score_files/popEVE_training_files_20240420/NP_542452.1_EVE_724.csv
NP_001034463.4,EVE,NP_001034463.4_EVE_726,430,9716,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_001034463.4_EVE_726.csv,data/model_score_files/popEVE_training_files_20240420/NP_001034463.4_EVE_726.csv
NP_055891.1,EVE,NP_055891.1_EVE_728,184,9354,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_training_files_20240420/NP_055891.1_EVE_728.csv,data/model_score_files/popEVE_training_files_20240420/NP_055891.1_EVE_728.csv
