protein_id,evo_model,unique_id,seen_count,not_seen_count,file_path,S3
NP_003871.1,EVE,NP_003871.1_EVE_snv_111,195,2560,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_003871.1_EVE_snv_111.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_003871.1_EVE_snv_111.csv
NP_060055.2,EVE,NP_060055.2_EVE_snv_117,391,3774,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060055.2_EVE_snv_117.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060055.2_EVE_snv_117.csv
NP_898871.1,EVE,NP_898871.1_EVE_snv_121,271,2795,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_898871.1_EVE_snv_121.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_898871.1_EVE_snv_121.csv
NP_061738.1,EVE,NP_061738.1_EVE_snv_127,667,6908,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_061738.1_EVE_snv_127.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_061738.1_EVE_snv_127.csv
NP_060793.2,EVE,NP_060793.2_EVE_snv_135,303,3491,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060793.2_EVE_snv_135.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060793.2_EVE_snv_135.csv
NP_065766.1,EVE,NP_065766.1_EVE_snv_140,804,10209,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065766.1_EVE_snv_140.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065766.1_EVE_snv_140.csv
NP_001001916.2,EVE,NP_001001916.2_EVE_snv_144,243,2249,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001001916.2_EVE_snv_144.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001001916.2_EVE_snv_144.csv
NP_001661.1,EVE,NP_001661.1_EVE_snv_172,844,7022,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001661.1_EVE_snv_172.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001661.1_EVE_snv_172.csv
NP_037364.1,EVE,NP_037364.1_EVE_snv_176,151,1366,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_037364.1_EVE_snv_176.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_037364.1_EVE_snv_176.csv
NP_001129686.1,EVE,NP_001129686.1_EVE_snv_182,117,3391,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001129686.1_EVE_snv_182.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001129686.1_EVE_snv_182.csv
NP_001631.3,EVE,NP_001631.3_EVE_snv_185,449,5398,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001631.3_EVE_snv_185.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001631.3_EVE_snv_185.csv
NP_006512.2,EVE,NP_006512.2_EVE_snv_192,214,4585,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_006512.2_EVE_snv_192.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_006512.2_EVE_snv_192.csv
NP_001139136.2,EVE,NP_001139136.2_EVE_snv_194,321,3472,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001139136.2_EVE_snv_194.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001139136.2_EVE_snv_194.csv
NP_001167621.1,EVE,NP_001167621.1_EVE_snv_203,277,3050,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001167621.1_EVE_snv_203.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001167621.1_EVE_snv_203.csv
NP_001269724.1,EVE,NP_001269724.1_EVE_snv_220,473,4992,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001269724.1_EVE_snv_220.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001269724.1_EVE_snv_220.csv
NP_612457.1,EVE,NP_612457.1_EVE_snv_224,78,732,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_612457.1_EVE_snv_224.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_612457.1_EVE_snv_224.csv
NP_003932.3,EVE,NP_003932.3_EVE_snv_226,276,3684,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_003932.3_EVE_snv_226.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_003932.3_EVE_snv_226.csv
NP_056538.1,EVE,NP_056538.1_EVE_snv_238,473,5849,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_056538.1_EVE_snv_238.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_056538.1_EVE_snv_238.csv
NP_002477.1,EVE,NP_002477.1_EVE_snv_242,335,5889,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_002477.1_EVE_snv_242.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_002477.1_EVE_snv_242.csv
NP_665898.1,EVE,NP_665898.1_EVE_snv_248,371,2858,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_665898.1_EVE_snv_248.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_665898.1_EVE_snv_248.csv
NP_703191.2,EVE,NP_703191.2_EVE_snv_250,584,5804,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_703191.2_EVE_snv_250.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_703191.2_EVE_snv_250.csv
NP_775901.3,EVE,NP_775901.3_EVE_snv_252,1411,16797,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_775901.3_EVE_snv_252.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_775901.3_EVE_snv_252.csv
NP_001161686.1,EVE,NP_001161686.1_EVE_snv_256,203,1828,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001161686.1_EVE_snv_256.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001161686.1_EVE_snv_256.csv
NP_006205.1,EVE,NP_006205.1_EVE_snv_260,249,2385,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_006205.1_EVE_snv_260.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_006205.1_EVE_snv_260.csv
NP_001243328.1,EVE,NP_001243328.1_EVE_snv_279,137,2060,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001243328.1_EVE_snv_279.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001243328.1_EVE_snv_279.csv
NP_071338.1,EVE,NP_071338.1_EVE_snv_281,225,3386,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_071338.1_EVE_snv_281.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_071338.1_EVE_snv_281.csv
NP_006787.2,EVE,NP_006787.2_EVE_snv_283,421,5885,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_006787.2_EVE_snv_283.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_006787.2_EVE_snv_283.csv
NP_065114.3,EVE,NP_065114.3_EVE_snv_287,231,3045,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065114.3_EVE_snv_287.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065114.3_EVE_snv_287.csv
NP_085128.2,EVE,NP_085128.2_EVE_snv_289,1177,15905,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_085128.2_EVE_snv_289.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_085128.2_EVE_snv_289.csv
NP_001001852.2,EVE,NP_001001852.2_EVE_snv_295,259,2415,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001001852.2_EVE_snv_295.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001001852.2_EVE_snv_295.csv
NP_001613.2,EVE,NP_001613.2_EVE_snv_300,252,2608,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001613.2_EVE_snv_300.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001613.2_EVE_snv_300.csv
NP_055616.3,EVE,NP_055616.3_EVE_snv_315,1409,16058,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_055616.3_EVE_snv_315.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_055616.3_EVE_snv_315.csv
NP_055671.2,EVE,NP_055671.2_EVE_snv_317,779,11440,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_055671.2_EVE_snv_317.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_055671.2_EVE_snv_317.csv
NP_001157814.1,EVE,NP_001157814.1_EVE_snv_328,321,5633,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001157814.1_EVE_snv_328.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001157814.1_EVE_snv_328.csv
NP_733843.1,EVE,NP_733843.1_EVE_snv_330,432,4326,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_733843.1_EVE_snv_330.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_733843.1_EVE_snv_330.csv
NP_001091672.1,EVE,NP_001091672.1_EVE_snv_342,508,5309,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001091672.1_EVE_snv_342.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001091672.1_EVE_snv_342.csv
NP_001976.1,EVE,NP_001976.1_EVE_snv_358,153,1862,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001976.1_EVE_snv_358.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001976.1_EVE_snv_358.csv
NP_068657.1,EVE,NP_068657.1_EVE_snv_362,415,4916,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_068657.1_EVE_snv_362.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_068657.1_EVE_snv_362.csv
NP_065857.1,EVE,NP_065857.1_EVE_snv_364,350,5851,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065857.1_EVE_snv_364.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065857.1_EVE_snv_364.csv
NP_071341.2,EVE,NP_071341.2_EVE_snv_372,481,8258,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_071341.2_EVE_snv_372.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_071341.2_EVE_snv_372.csv
NP_115627.6,EVE,NP_115627.6_EVE_snv_374,1068,10958,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_115627.6_EVE_snv_374.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_115627.6_EVE_snv_374.csv
NP_056345.3,EVE,NP_056345.3_EVE_snv_378,276,3429,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_056345.3_EVE_snv_378.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_056345.3_EVE_snv_378.csv
NP_037423.2,EVE,NP_037423.2_EVE_snv_404,971,10600,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_037423.2_EVE_snv_404.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_037423.2_EVE_snv_404.csv
NP_066919.2,EVE,NP_066919.2_EVE_snv_427,1357,16653,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_066919.2_EVE_snv_427.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_066919.2_EVE_snv_427.csv
NP_060111.2,EVE,NP_060111.2_EVE_snv_431,891,12451,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060111.2_EVE_snv_431.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060111.2_EVE_snv_431.csv
NP_005656.4,EVE,NP_005656.4_EVE_snv_440,475,6008,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_005656.4_EVE_snv_440.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_005656.4_EVE_snv_440.csv
NP_009198.4,EVE,NP_009198.4_EVE_snv_442,623,5955,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_009198.4_EVE_snv_442.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_009198.4_EVE_snv_442.csv
NP_000385.1,EVE,NP_000385.1_EVE_snv_450,25,1392,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000385.1_EVE_snv_450.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000385.1_EVE_snv_450.csv
NP_758872.1,EVE,NP_758872.1_EVE_snv_452,444,7488,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_758872.1_EVE_snv_452.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_758872.1_EVE_snv_452.csv
NP_002171.2,EVE,NP_002171.2_EVE_snv_464,712,7408,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_002171.2_EVE_snv_464.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_002171.2_EVE_snv_464.csv
NP_064632.2,EVE,NP_064632.2_EVE_snv_485,554,4555,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_064632.2_EVE_snv_485.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_064632.2_EVE_snv_485.csv
NP_085135.1,EVE,NP_085135.1_EVE_snv_503,1371,16912,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_085135.1_EVE_snv_503.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_085135.1_EVE_snv_503.csv
NP_068380.3,EVE,NP_068380.3_EVE_snv_510,202,2341,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_068380.3_EVE_snv_510.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_068380.3_EVE_snv_510.csv
NP_963925.2,EVE,NP_963925.2_EVE_snv_512,445,5284,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_963925.2_EVE_snv_512.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_963925.2_EVE_snv_512.csv
NP_852122.1,EVE,NP_852122.1_EVE_snv_514,301,3606,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_852122.1_EVE_snv_514.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_852122.1_EVE_snv_514.csv
NP_000156.1,EVE,NP_000156.1_EVE_snv_526,166,2885,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000156.1_EVE_snv_526.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000156.1_EVE_snv_526.csv
NP_001369297.1,EVE,NP_001369297.1_EVE_snv_532,86,674,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001369297.1_EVE_snv_532.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001369297.1_EVE_snv_532.csv
NP_055445.2,EVE,NP_055445.2_EVE_snv_536,796,9444,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_055445.2_EVE_snv_536.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_055445.2_EVE_snv_536.csv
NP_002584.2,EVE,NP_002584.2_EVE_snv_542,333,3259,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_002584.2_EVE_snv_542.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_002584.2_EVE_snv_542.csv
NP_951009.1,EVE,NP_951009.1_EVE_snv_548,386,3302,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_951009.1_EVE_snv_548.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_951009.1_EVE_snv_548.csv
NP_003163.1,EVE,NP_003163.1_EVE_snv_550,262,2157,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_003163.1_EVE_snv_550.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_003163.1_EVE_snv_550.csv
NP_065825.1,EVE,NP_065825.1_EVE_snv_556,528,7434,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065825.1_EVE_snv_556.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065825.1_EVE_snv_556.csv
NP_061848.2,EVE,NP_061848.2_EVE_snv_564,305,2836,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_061848.2_EVE_snv_564.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_061848.2_EVE_snv_564.csv
NP_000353.1,EVE,NP_000353.1_EVE_snv_573,87,1551,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000353.1_EVE_snv_573.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000353.1_EVE_snv_573.csv
NP_005076.3,EVE,NP_005076.3_EVE_snv_575,1405,15828,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_005076.3_EVE_snv_575.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_005076.3_EVE_snv_575.csv
NP_004243.1,EVE,NP_004243.1_EVE_snv_577,270,2606,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_004243.1_EVE_snv_577.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_004243.1_EVE_snv_577.csv
NP_076869.1,EVE,NP_076869.1_EVE_snv_579,128,1243,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_076869.1_EVE_snv_579.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_076869.1_EVE_snv_579.csv
NP_001123995.1,EVE,NP_001123995.1_EVE_snv_582,387,6031,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001123995.1_EVE_snv_582.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001123995.1_EVE_snv_582.csv
NP_060483.3,EVE,NP_060483.3_EVE_snv_590,554,6354,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060483.3_EVE_snv_590.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060483.3_EVE_snv_590.csv
NP_000343.2,EVE,NP_000343.2_EVE_snv_594,968,11857,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_000343.2_EVE_snv_594.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_000343.2_EVE_snv_594.csv
NP_001129965.1,EVE,NP_001129965.1_EVE_snv_604,289,4035,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001129965.1_EVE_snv_604.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001129965.1_EVE_snv_604.csv
NP_004887.2,EVE,NP_004887.2_EVE_snv_608,147,2407,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_004887.2_EVE_snv_608.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_004887.2_EVE_snv_608.csv
NP_056477.1,EVE,NP_056477.1_EVE_snv_624,1064,12587,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_056477.1_EVE_snv_624.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_056477.1_EVE_snv_624.csv
NP_071731.1,EVE,NP_071731.1_EVE_snv_626,292,3244,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_071731.1_EVE_snv_626.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_071731.1_EVE_snv_626.csv
NP_060795.1,EVE,NP_060795.1_EVE_snv_634,342,3537,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_060795.1_EVE_snv_634.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_060795.1_EVE_snv_634.csv
NP_002597.1,EVE,NP_002597.1_EVE_snv_636,358,4339,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_002597.1_EVE_snv_636.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_002597.1_EVE_snv_636.csv
NP_733749.1,EVE,NP_733749.1_EVE_snv_640,424,5071,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_733749.1_EVE_snv_640.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_733749.1_EVE_snv_640.csv
NP_004692.1,EVE,NP_004692.1_EVE_snv_642,268,2891,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_004692.1_EVE_snv_642.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_004692.1_EVE_snv_642.csv
NP_065073.3,EVE,NP_065073.3_EVE_snv_654,1299,16359,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_065073.3_EVE_snv_654.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_065073.3_EVE_snv_654.csv
NP_079104.3,EVE,NP_079104.3_EVE_snv_658,273,2653,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_079104.3_EVE_snv_658.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_079104.3_EVE_snv_658.csv
NP_001238968.1,EVE,NP_001238968.1_EVE_snv_660,141,1823,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_training_files_20240420/NP_001238968.1_EVE_snv_660.csv,data/model_score_files/popEVE_snv_training_files_20240420/NP_001238968.1_EVE_snv_660.csv
